player_name,club_img_url,player_position,transfer_type,transfer_fee,is_loan,minutes_played,goals,window,team_name,player_url,player_age,transfer_notes,in_squad,appearances,team_urls.x,team_urls.y
Antonio Mionic,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Central Midfield,Departures,NA,TRUE,NA,NA,Summer,AC Milan,https://www.transfermarkt.com/antonio-mionic/profil/spieler/562259,21,loan transfer,NA,NA,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Emir Murati,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Central Midfield,Departures,NA,FALSE,NA,NA,Summer,AC Milan,https://www.transfermarkt.com/emir-murati/profil/spieler/395195,22,-,NA,NA,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Junior Messias,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Right Winger,Departures,NA,TRUE,1141,4,Summer,AC Milan,https://www.transfermarkt.com/junior-messias/profil/spieler/449151,31,"End of loan Jun 30, 2022",26,23,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Alessandro Florenzi,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Right-Back,Departures,NA,TRUE,96,0,Summer,AC Milan,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,31,"End of loan Jun 30, 2022",4,2,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Devis Vásquez,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Goalkeeper,Arrivals,NA,FALSE,0,0,Winter,AC Milan,https://www.transfermarkt.com/devis-vasquez/profil/spieler/495722,24,€470k,7,0,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Emil Roback,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Centre-Forward,Arrivals,NA,TRUE,0,0,Winter,AC Milan,https://www.transfermarkt.com/emil-roback/profil/spieler/673495,19,"End of loan Jan 6, 2023",0,0,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Luan Capanni,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Centre-Forward,Arrivals,NA,TRUE,NA,NA,Winter,AC Milan,https://www.transfermarkt.com/luan-capanni/profil/spieler/601877,22,"End of loan Nov 2, 2022",NA,NA,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Luan Capanni,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Centre-Forward,Departures,0,FALSE,NA,NA,Winter,AC Milan,https://www.transfermarkt.com/luan-capanni/profil/spieler/601877,22,NA,NA,NA,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Marko Lazetic,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Centre-Forward,Departures,NA,TRUE,8,0,Winter,AC Milan,https://www.transfermarkt.com/marko-lazetic/profil/spieler/698548,19,loan transfer,6,1,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Andreas Jungdal,https://tmssl.akamaized.net/images/wappen/head/5.png?lm=1605166627,Goalkeeper,Departures,NA,TRUE,0,0,Winter,AC Milan,https://www.transfermarkt.com/andreas-jungdal/profil/spieler/592924,20,loan transfer,14,0,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2022
Andrea Colpani,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,9.00E+06,FALSE,663,2,Summer,AC Monza,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,23,NA,26,18,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Davide Bettella,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,5.00E+06,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/davide-bettella/profil/spieler/357995,22,NA,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Andrea Carboni,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,4.00E+06,FALSE,310,0,Summer,AC Monza,https://www.transfermarkt.com/andrea-carboni/profil/spieler/481834,21,NA,22,6,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Michele Di Gregorio,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Arrivals,4.00E+06,FALSE,2070,0,Summer,AC Monza,https://www.transfermarkt.com/michele-di-gregorio/profil/spieler/301238,24,NA,24,23,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Matteo Pessina,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Attacking Midfield,Arrivals,3200000,TRUE,1764,3,Summer,AC Monza,https://www.transfermarkt.com/matteo-pessina/profil/spieler/332179,25,NA,23,22,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Gianluca Caprari,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Second Striker,Arrivals,3.00E+06,TRUE,1590,5,Summer,AC Monza,https://www.transfermarkt.com/gianluca-caprari/profil/spieler/146752,28,NA,24,24,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Leonardo Mancuso,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Arrivals,3.00E+06,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/leonardo-mancuso/profil/spieler/160344,30,NA,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Andrea Petagna,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Arrivals,2500000,TRUE,1011,3,Summer,AC Monza,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,27,NA,21,19,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Pedro Pereira,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Right-Back,Arrivals,2500000,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/pedro-pereira/profil/spieler/314965,24,NA,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Valentin Antov,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,2.00E+06,FALSE,358,0,Summer,AC Monza,https://www.transfermarkt.com/valentin-antov/profil/spieler/227347,21,NA,25,7,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Samuele Birindelli,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Right-Back,Arrivals,1500000,FALSE,1147,0,Summer,AC Monza,https://www.transfermarkt.com/samuele-birindelli/profil/spieler/461019,22,NA,25,22,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Alessandro Sorrentino,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Arrivals,1.00E+06,FALSE,0,0,Summer,AC Monza,https://www.transfermarkt.com/alessandro-sorrentino/profil/spieler/542588,20,NA,24,0,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Alessio Cragno,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Arrivals,NA,TRUE,270,0,Summer,AC Monza,https://www.transfermarkt.com/alessio-cragno/profil/spieler/12907,28,Loan fee:€400k,26,3,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Andrea Ranocchia,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,0,FALSE,138,0,Summer,AC Monza,https://www.transfermarkt.com/andrea-ranocchia/profil/spieler/44327,34,NA,3,2,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Warren Bondo,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,0,FALSE,90,0,Summer,AC Monza,https://www.transfermarkt.com/warren-bondo/profil/spieler/659516,18,NA,21,5,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Mattia Valoti,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,NA,FALSE,439,3,Summer,AC Monza,https://www.transfermarkt.com/mattia-valoti/profil/spieler/167741,28,?,25,11,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Marlon,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,NA,TRUE,1377,0,Summer,AC Monza,https://www.transfermarkt.com/marlon/profil/spieler/273236,26,loan transfer,23,21,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Nicolò Rovella,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Defensive Midfield,Arrivals,NA,TRUE,1165,0,Summer,AC Monza,https://www.transfermarkt.com/nicolo-rovella/profil/spieler/525704,20,loan transfer,17,16,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Stefano Sensi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,NA,TRUE,1092,2,Summer,AC Monza,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,26,loan transfer,20,18,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Pablo Marí,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,NA,TRUE,1407,1,Summer,AC Monza,https://www.transfermarkt.com/pablo-mari/profil/spieler/210178,28,loan transfer,17,17,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Armando Izzo,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,NA,TRUE,1313,0,Summer,AC Monza,https://www.transfermarkt.com/armando-izzo/profil/spieler/32113,30,loan transfer,17,17,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Filippo Ranocchia,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,NA,TRUE,631,1,Summer,AC Monza,https://www.transfermarkt.com/filippo-ranocchia/profil/spieler/489611,21,loan transfer,24,14,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Gabriele Ferrarini,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Right-Back,Arrivals,NA,TRUE,0,0,Summer,AC Monza,https://www.transfermarkt.com/gabriele-ferrarini/profil/spieler/392033,22,loan transfer,2,0,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Mirko Maric,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Arrivals,NA,TRUE,0,0,Summer,AC Monza,https://www.transfermarkt.com/mirko-maric/profil/spieler/215649,27,"End of loan Jun 30, 2022",0,0,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Davide Diaw,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/davide-diaw/profil/spieler/404995,30,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Giuseppe Bellusci,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/giuseppe-bellusci/profil/spieler/57354,32,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Nicola Rigoni,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Defensive Midfield,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/nicola-rigoni/profil/spieler/61757,31,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Nicola Mosti,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Attacking Midfield,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/nicola-mosti/profil/spieler/302497,24,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Tommaso Morosini,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/tommaso-morosini/profil/spieler/134383,30,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Armando Anastasio,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Left-Back,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/armando-anastasio/profil/spieler/286275,25,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Stefano Rubbi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/stefano-rubbi/profil/spieler/630812,19,"End of loan Jul 28, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Luca Lombardi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Arrivals,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/luca-lombardi/profil/spieler/644156,19,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Giuseppe Bellusci,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Departures,0,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/giuseppe-bellusci/profil/spieler/57354,32,NA,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Nicola Mosti,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Attacking Midfield,Departures,NA,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/nicola-mosti/profil/spieler/302497,24,?,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Daniele Sommariva,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Departures,NA,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/daniele-sommariva/profil/spieler/312773,24,?,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Luca Lombardi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Departures,NA,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/luca-lombardi/profil/spieler/644156,19,?,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Leonardo Mancuso,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/leonardo-mancuso/profil/spieler/160344,30,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Luca Mazzitelli,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/luca-mazzitelli/profil/spieler/226025,26,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Pedro Pereira,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Right-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/pedro-pereira/profil/spieler/314965,24,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Davide Bettella,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/davide-bettella/profil/spieler/357995,22,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Davide Diaw,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/davide-diaw/profil/spieler/404995,30,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Mario Sampirisi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Right-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/mario-sampirisi/profil/spieler/160357,29,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Tommaso Morosini,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/tommaso-morosini/profil/spieler/134383,30,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Armando Anastasio,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Left-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/armando-anastasio/profil/spieler/286275,26,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Stefano Rubbi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/stefano-rubbi/profil/spieler/630812,19,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Stefano Rubbi,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/stefano-rubbi/profil/spieler/630812,19,loan transfer,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Gastón Ramírez,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Attacking Midfield,Departures,NA,FALSE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/gaston-ramirez/profil/spieler/123742,31,-,NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Andrea Ranocchia,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Departures,NA,FALSE,138,0,Summer,AC Monza,https://www.transfermarkt.com/andrea-ranocchia/profil/spieler/44327,34,-,3,2,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Michele Di Gregorio,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Goalkeeper,Departures,NA,TRUE,2070,0,Summer,AC Monza,https://www.transfermarkt.com/michele-di-gregorio/profil/spieler/301238,24,"End of loan Jun 30, 2022",24,23,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Leonardo Mancuso,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/leonardo-mancuso/profil/spieler/160344,30,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Andrea Colpani,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Departures,NA,TRUE,663,2,Summer,AC Monza,https://www.transfermarkt.com/andrea-colpani/profil/spieler/392959,23,"End of loan Jun 30, 2022",26,18,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Pedro Pereira,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Right-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/pedro-pereira/profil/spieler/314965,24,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Lorenzo Pirola,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/lorenzo-pirola/profil/spieler/487834,20,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Mattia Valoti,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Departures,NA,TRUE,439,3,Summer,AC Monza,https://www.transfermarkt.com/mattia-valoti/profil/spieler/167741,28,"End of loan Jun 30, 2022",25,11,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Davide Bettella,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/davide-bettella/profil/spieler/357995,22,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Andrea Favilli,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Forward,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/andrea-favilli/profil/spieler/340151,25,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Valentin Antov,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Centre-Back,Departures,NA,TRUE,358,0,Summer,AC Monza,https://www.transfermarkt.com/valentin-antov/profil/spieler/227347,21,"End of loan Jun 30, 2022",25,7,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Marco Brescianini,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Central Midfield,Departures,NA,TRUE,NA,NA,Summer,AC Monza,https://www.transfermarkt.com/marco-brescianini/profil/spieler/459128,22,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
Franco Carboni,https://tmssl.akamaized.net/images/wappen/head/84679.png?lm=1600080902,Left-Back,Arrivals,NA,TRUE,31,0,Winter,AC Monza,https://www.transfermarkt.com/franco-carboni/profil/spieler/731491,19,loan transfer,3,1,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022,https://www.transfermarkt.com/ac-monza/startseite/verein/2919/saison_id/2022
