player_name,club_img_url,player_position,transfer_type,transfer_fee,is_loan,minutes_played,goals,window,team_name,player_url,player_age,transfer_notes,in_squad,appearances,team_urls.x,team_urls.y
Luca Kilian,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Back,Arrivals,2.00E+06,FALSE,1593,1,Summer,1. FC Köln,https://www.transfermarkt.com/luca-kilian/profil/spieler/384553,22,NA,22,19,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Sargis Adamyan,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Forward,Arrivals,1500000,FALSE,1039,2,Summer,1. FC Köln,https://www.transfermarkt.com/sargis-adamyan/profil/spieler/125614,29,NA,30,26,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Steffen Tigges,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Forward,Arrivals,1500000,FALSE,1388,6,Summer,1. FC Köln,https://www.transfermarkt.com/steffen-tigges/profil/spieler/296879,23,NA,27,25,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Eric Martel,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Defensive Midfield,Arrivals,1200000,FALSE,1621,0,Summer,1. FC Köln,https://www.transfermarkt.com/eric-martel/profil/spieler/597000,20,NA,30,24,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Nikola Soldo,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Back,Arrivals,NA,FALSE,920,0,Summer,1. FC Köln,https://www.transfermarkt.com/nikola-soldo/profil/spieler/674921,21,€500k,22,11,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Denis Huseinbasic,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Central Midfield,Arrivals,NA,FALSE,880,4,Summer,1. FC Köln,https://www.transfermarkt.com/denis-huseinbasic/profil/spieler/678479,20,€50k,25,19,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Kristian Pedersen,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Left-Back,Arrivals,0,FALSE,821,0,Summer,1. FC Köln,https://www.transfermarkt.com/kristian-pedersen/profil/spieler/331779,27,NA,24,13,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Linton Maina,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Right Winger,Arrivals,0,FALSE,1619,2,Summer,1. FC Köln,https://www.transfermarkt.com/linton-maina/profil/spieler/335103,23,NA,30,29,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Jonas Urbig,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Goalkeeper,Arrivals,NA,FALSE,0,0,Summer,1. FC Köln,https://www.transfermarkt.com/jonas-urbig/profil/spieler/607720,18,-,6,0,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Florian Dietz,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Forward,Arrivals,NA,FALSE,839,3,Summer,1. FC Köln,https://www.transfermarkt.com/florian-dietz/profil/spieler/283871,23,-,18,18,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Dimitrios Limnios,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Right Winger,Arrivals,NA,TRUE,0,0,Summer,1. FC Köln,https://www.transfermarkt.com/dimitrios-limnios/profil/spieler/324344,24,"End of loan Jun 30, 2022",0,0,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Yann Aurel Bisseck,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Back,Arrivals,NA,TRUE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/yann-aurel-bisseck/profil/spieler/441986,21,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Anthony Modeste,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Forward,Departures,5100000,FALSE,94,0,Summer,1. FC Köln,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,34,NA,1,1,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Salih Özcan,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Defensive Midfield,Departures,5.00E+06,FALSE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940,24,NA,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Kingsley Ehizibue,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Right-Back,Departures,1500000,FALSE,105,0,Summer,1. FC Köln,https://www.transfermarkt.com/kingsley-ehizibue/profil/spieler/272812,27,NA,5,3,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Yann Aurel Bisseck,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Back,Departures,NA,FALSE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/yann-aurel-bisseck/profil/spieler/441986,21,€670k,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Louis Schaub,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Attacking Midfield,Departures,0,FALSE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/louis-schaub/profil/spieler/147485,27,NA,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Jannes Horn,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Left-Back,Departures,0,FALSE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/jannes-horn/profil/spieler/231586,25,NA,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Tomas Ostrak,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Attacking Midfield,Departures,0,FALSE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/tomas-ostrak/profil/spieler/428189,22,NA,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Niklas Hauptmann,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Central Midfield,Departures,NA,FALSE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/niklas-hauptmann/profil/spieler/205544,26,?,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Marvin Obuz,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Left Winger,Departures,NA,TRUE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/marvin-obuz/profil/spieler/522084,20,loan transfer,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Luca Kilian,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Back,Departures,NA,TRUE,1593,1,Summer,1. FC Köln,https://www.transfermarkt.com/luca-kilian/profil/spieler/384553,22,"End of loan Jun 30, 2022",22,19,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Bright Arrey-Mbi,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Back,Departures,NA,TRUE,NA,NA,Summer,1. FC Köln,https://www.transfermarkt.com/bright-arrey-mbi/profil/spieler/580193,19,"End of loan Aug 29, 2022",NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Davie Selke,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Centre-Forward,Arrivals,0,FALSE,136,0,Winter,1. FC Köln,https://www.transfermarkt.com/davie-selke/profil/spieler/178459,27,NA,5,5,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Julian Roloff,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Goalkeeper,Arrivals,NA,FALSE,0,0,Winter,1. FC Köln,https://www.transfermarkt.com/julian-roloff/profil/spieler/453757,21,?,0,0,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Justin Diehl,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Second Striker,Arrivals,NA,FALSE,9,0,Winter,1. FC Köln,https://www.transfermarkt.com/justin-diehl/profil/spieler/720162,18,-,3,1,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Ondrej Duda,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Attacking Midfield,Departures,NA,TRUE,982,2,Winter,1. FC Köln,https://www.transfermarkt.com/ondrej-duda/profil/spieler/232418,28,loan transfer,23,18,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Noah Katterbach,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Left-Back,Departures,NA,TRUE,NA,NA,Winter,1. FC Köln,https://www.transfermarkt.com/noah-katterbach/profil/spieler/469949,21,loan transfer,NA,NA,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Jonas Urbig,https://tmssl.akamaized.net/images/wappen/head/438.png?lm=1656580823,Goalkeeper,Departures,NA,TRUE,0,0,Winter,1. FC Köln,https://www.transfermarkt.com/jonas-urbig/profil/spieler/607720,19,loan transfer,6,0,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022,https://www.transfermarkt.com/1-fc-koln/startseite/verein/3/saison_id/2022
Jordan,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Arrivals,6.00E+06,FALSE,1495,5,Summer,1.FC Union Berlin,https://www.transfermarkt.com/jordan/profil/spieler/355369,26,NA,28,26,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Jamie Leweling,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Second Striker,Arrivals,4.00E+06,FALSE,142,1,Summer,1.FC Union Berlin,https://www.transfermarkt.com/jamie-leweling/profil/spieler/518505,21,NA,27,14,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Morten Thorsby,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Central Midfield,Arrivals,3.00E+06,FALSE,643,1,Summer,1.FC Union Berlin,https://www.transfermarkt.com/morten-thorsby/profil/spieler/226524,26,NA,22,20,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Diogo Leite,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Back,Arrivals,NA,TRUE,2179,0,Summer,1.FC Union Berlin,https://www.transfermarkt.com/diogo-leite/profil/spieler/357156,23,Loan fee:€500k,26,25,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Danilho Doekhi,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Back,Arrivals,0,FALSE,1696,4,Summer,1.FC Union Berlin,https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,24,NA,25,19,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Janik Haberer,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Central Midfield,Arrivals,0,FALSE,2035,5,Summer,1.FC Union Berlin,https://www.transfermarkt.com/janik-haberer/profil/spieler/177779,28,NA,28,28,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Paul Seguin,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Central Midfield,Arrivals,0,FALSE,637,1,Summer,1.FC Union Berlin,https://www.transfermarkt.com/paul-seguin/profil/spieler/183780,27,NA,20,16,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Milos Pantovic,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Attacking Midfield,Arrivals,0,FALSE,208,1,Summer,1.FC Union Berlin,https://www.transfermarkt.com/milos-pantovic/profil/spieler/232144,25,NA,14,9,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Tim Skarke,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right Winger,Arrivals,0,FALSE,104,0,Summer,1.FC Union Berlin,https://www.transfermarkt.com/tim-skarke/profil/spieler/287920,25,NA,13,6,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Lennart Grill,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Goalkeeper,Arrivals,NA,TRUE,494,0,Summer,1.FC Union Berlin,https://www.transfermarkt.com/lennart-grill/profil/spieler/309397,23,loan transfer,31,6,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Marcus Ingvartsen,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Arrivals,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,26,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Tymoteusz Puchacz,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Left-Back,Arrivals,NA,TRUE,195,1,Summer,1.FC Union Berlin,https://www.transfermarkt.com/tymoteusz-puchacz/profil/spieler/361575,23,"End of loan Jun 30, 2022",10,3,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Rick van Drongelen,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Back,Arrivals,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/rick-van-drongelen/profil/spieler/354340,23,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Leon Dajaku,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Second Striker,Arrivals,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/leon-dajaku/profil/spieler/483974,21,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Pawel Wszolek,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right Midfield,Arrivals,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/pawel-wszolek/profil/spieler/164759,30,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Tim Maciejewski,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right Winger,Arrivals,NA,TRUE,0,0,Summer,1.FC Union Berlin,https://www.transfermarkt.com/tim-maciejewski/profil/spieler/392156,21,"End of loan Jun 30, 2022",4,0,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Lennart Moser,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Goalkeeper,Arrivals,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/lennart-moser/profil/spieler/392717,22,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Fabio Schneider,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Central Midfield,Arrivals,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/fabio-schneider/profil/spieler/548803,19,"End of loan Jun 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Taiwo Awoniyi,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Departures,20500000,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313,24,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Marcus Ingvartsen,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Departures,2300000,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,26,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Leon Dajaku,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Second Striker,Departures,NA,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/leon-dajaku/profil/spieler/483974,21,€870k,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Dominique Heintz,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Back,Departures,NA,TRUE,120,0,Summer,1.FC Union Berlin,https://www.transfermarkt.com/dominique-heintz/profil/spieler/110036,28,Loan fee:€600k,1,1,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Lennart Moser,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Goalkeeper,Departures,NA,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/lennart-moser/profil/spieler/392717,22,€150k,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Grischa Prömel,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Central Midfield,Departures,0,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/grischa-promel/profil/spieler/234029,27,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Pawel Wszolek,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right Midfield,Departures,0,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/pawel-wszolek/profil/spieler/164759,30,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Andreas Luthe,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Goalkeeper,Departures,0,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/andreas-luthe/profil/spieler/41323,35,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Bastian Oczipka,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Left-Back,Departures,0,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/bastian-oczipka/profil/spieler/53437,33,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Anthony Ujah,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Departures,0,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/anthony-ujah/profil/spieler/142281,31,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Suleiman Abdullahi,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Departures,0,FALSE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/suleiman-abdullahi/profil/spieler/356118,25,NA,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Andreas Voglsammer,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Forward,Departures,NA,FALSE,57,0,Summer,1.FC Union Berlin,https://www.transfermarkt.com/andreas-voglsammer/profil/spieler/94771,30,?,2,1,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Rick van Drongelen,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Centre-Back,Departures,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/rick-van-drongelen/profil/spieler/354340,23,loan transfer,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Keita Endo,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Attacking Midfield,Departures,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/keita-endo/profil/spieler/421726,24,loan transfer,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Laurenz Dehl,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right Winger,Departures,NA,TRUE,NA,NA,Summer,1.FC Union Berlin,https://www.transfermarkt.com/laurenz-dehl/profil/spieler/451403,20,loan transfer,NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Josip Juranovic,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right-Back,Arrivals,8550000,FALSE,360,0,Winter,1.FC Union Berlin,https://www.transfermarkt.com/josip-juranovic/profil/spieler/362977,27,NA,7,4,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Aïssa Laïdouni,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Central Midfield,Arrivals,2600000,FALSE,290,0,Winter,1.FC Union Berlin,https://www.transfermarkt.com/aissa-laidouni/profil/spieler/233782,26,NA,5,5,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Jérôme Roussillon,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Left-Back,Arrivals,NA,FALSE,261,0,Winter,1.FC Union Berlin,https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076,30,?,7,7,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Laurenz Dehl,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right Winger,Arrivals,NA,TRUE,NA,NA,Winter,1.FC Union Berlin,https://www.transfermarkt.com/laurenz-dehl/profil/spieler/451403,20,"End of loan Nov 30, 2022",NA,NA,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
Julian Ryerson,https://tmssl.akamaized.net/images/wappen/head/7802.png?lm=1402956210,Right-Back,Departures,5.00E+06,FALSE,1626,0,Winter,1.FC Union Berlin,https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789,25,NA,22,21,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022,https://www.transfermarkt.com/1-fc-union-berlin/startseite/verein/89/saison_id/2022
